,Unnamed: 0,Title,link,description
218,218,Cobrança Indevida após cancelamento de plano,/claro/cobranca-indevida-apos-cancelamento-de-plano_NjM92ADsX0plIcEj/,"No dia 02/09/23 entrei em contato com a Claro e oficializei o cancelamento do meu plano de internet. No dia 10/09 houve a cobrança e pagamento normal da minha fatura. Até aí normal pois em agosto utilizei o meu plano. Porém desde setembro já estou com internet de outra operadora e ao observar no meu aplicativo para uma conferência, me deparo com uma fatura a vencer no dia 10/10/23 no valor integral do plano que eu utilizava. Exijo o cancelamento dessa fatura por parte desses sacanas e complacentes com o descaso aplicado junto ao consumidor.Protocolo de cancelamento do meu plano foi:*******9089"
219,219,Domingo inteiro sem internet,/claro/domingo-inteiro-sem-internet_vnMca9fXmdKkuayS/,"Após uma leve queda de energia, a internet residencial Claro Net não quis retornar. Retirei a tomada, e apos religar, ainda não quis voltar. Entrei no app para achar o suporte técnico, e para minha surpresa, não havia nenhum número de telefone, apenas a opção de agentar visita tecnica fisicamente.Achei no google um numero para ligar, porém este so funciona de segunda a sexta.É um total e completo absurdo a claro nao ter um sac 24/7. Até a empresinha mais mequetrefe municipais tem. É uma falta de respeito com o consumidor, pois a maneira mais fácil de conseguir contato com eles é por aqui, e ainda assim demora dois dias.Não contratem a claro, pois quando sua internet cair, não vai ter ninguém para te ajudar. Primeira coisa que farei na segunda é cancelar esse lixo."
220,220,Cancelamento não efetuado,/claro/cancelamento-nao-efetuado_bgqF2pnNJgbVRPUb/,"No dia 09/07/2023 eu efetuei o cancelamento da linha da claro pela internet, pois é a única maneira de fazê-lo já que não tinha mais como usar a linha na cidade que resido. A questão é que o cancelamento não foi efetuado e que continuo pagando as faturas debitadas em conta corrente. Solicito o cancelamento imediato da linha e o estorno dos valores pagos de agosto, setembro e outubro, pois foi erro da empresa não suspender o serviço e que comprovadamente não tive como utilizar pois o sinal da claro não chega na cidade que moro. Segue em anexo o protocolo e data do cancelamento, além do extrato de faturas pagas até esta data."
221,221,Desorganização,/claro/desorganizacao_V3ZaoDNSdhSLpDLT/,"Meu telefone era debito automático, nao sei por que motivo foi retirado. A empresa n sabe explicar. Todos, todos os meses tenho minha net cortada, vou até a loja e dizem estar ok, que a prozima ja sera debito automático. Este mes novamente tive a net suspensa e não consigo contato com a empresa, pelo whats nao deu, site, app, telefone tbm não, eu preciso da fatura e da regularização da situação."
222,222,Sinal péssimo,/claro/sinal-pessimo__BUZU6imIfVBWEPL/,"Desde o dia 06/10 o meu sinal está horrível, sempre que ligo na operadora sou informada que está com uma instabilidade e se resolverá em 2 horas, estamos no 3 dia e nada foi resolvido! Tento contato, não consigo falar com ninguém. A operadora é péssima, não recomendo, pedirei a minha portabilidade o mais rápido possível"
223,223,Não me mandaram o aparelho base,/claro/nao-me-mandaram-o-aparelho-base_lH0lD92_bPTe1-uF/,"Recebi o chipais não recebi o aparelho base, pois minha mãe é idosa e mandaram um celular super pequeno. Abri um chamado dia 31/05 para receber o aparelho base para chegar dia 15/06 e não recebi. Abri um outro chamado dia 19/06 para chegar em 29/06 e não chegou. Abri um outro chamado em 15/07 para chegar o aparelho em 28/07. Preciso do telefone base q seria o grande, solicito a troca com urgência pois minha mãe tem idade e precisamos do telefone para se comunicar com ela. Em todos os protocolos foi informado sobre o aparelho base."
224,224,Cancelamento de contrato,/claro/cancelamento-de-contrato_dFjbOJ615iNJYsg5/,"Bom dia,No dia 19/06/2023 realizei o contato com a Claro solicitando o cancelamento do contrato 443/002026324, localizado na Rua Cafelândia, 494, Barueri-SP, de acordo com o informado contrato foi cancelado e retirariam os equipamentos, além disso fui informada que haveria ainda uma fatura para pagamento referente ao período de uso. Porém desde então além dessa fatura continuam vindo cobranças que ao meu ver são [Editado pelo Reclame Aqui] no valor de R$ 22,35, ao acessar a plataforma de consumidor no site da Claro percebo que não houve o cancelamento do telefone e por este motivo estou recendo as cobranças, tentei contatar a operadora diversas vezes para tentar resolver a questão, mas sem sucesso, a única vez que consegui falar a ligação caiu e após isso não consegui mais contato. Peço que seja resolvido tanto a questão do cancelamento quanto o retroativo das cobranças já que estão sendo realizadas em débito automático. Ressalto que tenho outro contrato com vocês e não tenho interesse em cancelar até o momento e sinceramente não quero ter que cancelar também mediante a essa insatisfação."
225,225,Cobrança indevida claroflex,/claro/cobranca-indevida-claroflex_sqS0FryWsprtMzZt/,"Realizei a portabilidade do número******* para claroflex através do app claro flex, print em anexo, onde foi informado que chip seria entregue, mas não foi. Entrei em contato com a claro, via email e chat do app e informam não existir pedido em andamento para meu CPF, porém na tela do app mostra que foi solicitado. Também foi cobrado 19,98 na fatura do cartão referente a este produto contrato e não recebido. Solicito que seja estornado o valor pago ou que o chip seja recebido o mais breve possível. Não consigo saber o número do pedido, pois ao logar no app claro flex só aparece a tela em anexo, com o andamento do pedido, mas sem informar o número."
226,226,Atraso de envio de fatura,/claro/atraso-de-envio-de-fatura_LlWpxxoKA1oHqE0S/,"Bom dia, a Exatamente um mês atrásEu fiz a instalação da Claro fibra para minha residência em valor promocional durante 3 meses, a primeira fatura era para ter chegado depois de 30 dia des do dia da instalação e até agora nada"
227,227,Crédito de celular,/claro/credito-de-celular_ATyP_HZBiLABaxh8/,"Sexta feira (06/10/2023) carreguei meu celular chip claro com R$30,00 válidos por 90 dias. Hoje, domingo (08/10/2023), percebi que o meu saldo está em R$5,63. Gostaria de saber como que em 3 dias meu saldo diminuiu de 30 reais para praticamente 5 reais, sendo que não realizei nenhuma ligação nesse período de tempo, não solicitei crédito emprestado e na maior parte do tempo estou utilizando o wi-fi de minha residência, e quando estou usando os dados móveis para ter acesso a internet cobram R$ 2,19 ao dia, supondo que utilizei os dados nos 3 dias era para eu está com R$23,43 e não somente R$ 5,63. Espero que essas situação seja resolvida, pois não queria ter que trocar de chip ou fazer um reclamação perante ao Procon.Obs: Não é de hoje que isso acontece, resolvi fazer a reclamação por é discrepante a diferença de crédito em 3 dias. Meu namorado que tem o chip de outra operadora e utiliza todos os dias os dados móveis carregou o celular dele mês passado o mesmo valor que carreguei o meu no mesmo dia, os meus créditos acabaram mês passado e o dele ainda tem saldo, carreguei o meu sexta agora e domingo meus créditos já estão acabando e o dele ainda está vigente, alguma coisa está errada."
228,228,Torre da claro sem no-breaks para garantir estabilidade em falta de energia,/claro/torre-da-claro-sem-no-breaks-para-garantir-estabilidade-em-falta-de-energia_OM8GcHjvyi0ppJDA/,"Temos uma torre da claro aqui no distrito de Iguatemi-Maringa-Parana, ocorre que aí ter queda de energia o sistema da claro cai em aproximadamente 20 minutos. Ficamos sem sinal de telefone e sem internet 4g. Como o distrito tem basicamente a claro como única empresa de telefonia móvel precisamos que seja revisto essa infraestrutura da torre com a substituição dos no-breaks para aumentar a duração da disponibilidade com a falta de energia. O distrito sofre muitas quedas de energia e sempre o sistema da claro cai rapidamente deixando a todos sem comunicação."
229,229,cobrança indevida,/claro/cobranca-indevida_07y6AEKWXh-Ar6hl/,"tenho net residencial, e uma linha de celular, para ser debitado em conta, vence todo dia 25. para minha surpresa, no mês de setembro de 2023, veio uma cobrança de serviços que não tenho e não autorizei na minha conta, mudaram meu plano por conta própria, liguei reclamando refizeram a conta, e eu paguei. para minha surpresa debitaram da minha conta o  outro valor também, pedi o ressarcimento no mesmo instante que vi. isso no dia 26-09-2023, pois preciso pagar outras contas, não foi efetuado nada me gerando prejuízo, cansei de reclamar até para ouvidoria, onde me disseram que me devolveriam até o dia 09-10-2023.  uma empresa dessa se apossar de um valor indevido e causar prejuízos ao cliente é inadmissivel. devolver quando querem, deixando o cliente com prejuízo. e além do mais, não me disseram o porque me mudaram meu plano sem minha autorização. quero ser ressarcido por danos morais, por se apossarem de um valor que não cabe ser cobrado. tenho todas as conversar gravadas no meu celular,"
230,230,Cancelaram o meu número,/claro/cancelaram-o-meu-numero_ard3U45IMMVcDoor/,"Estive em uma loja Riachuelo para comprar um aparelho e acabei aderindo a um plano controle da operadora Claro, que foi descontado do meu cartão de crédito no ato, mas esse plano nunca foi ativado no meu telefone. Fui na loja novamente e fui orientada a aguarda por por alguns dias a ativação do plano no meu número. Aguardei por volta de 5 dias e não foi ativado, então retornei a loja novamente. Me passaram que o plano não tinha sido ativado por uma falha no sistema da operadora Claro, sendo assim solicitei o cancelamento do plano e o extorno do valor no meu cartão de crédito. Aguardei mais uns 15 dias e o valor nunca foi estornado e eu não conseguia efetuar recargas, então voltei a loja novamente em busca de orientação. Eles me indicaram a ir até a uma loja da Claro. Fui até a loja Claro do Shopping Bourbon em São Paulo e eles me passaram que além do plano, cancelaram também o meu número e me orientaram a ir até a loja de origem onde foi efetuado o cancelamento pois lá eles não conseguiram me explicar pq e quem cancelou o meu número. Voltei a Riachuelo e eles me passaram que não solicitaram o cancelamento do meu número, só foi feito o cancelamento do plano.Eu quero o meu número de volta, preciso do meu número por conta dos meus clientes, eu trabalho com o meu número e estou tendo prejuízo por isso!  E quero que extornem o valor do meu cartão de crédito!Nesse momento não consigo fazer nenhum tipo de recarga, não consigo receber e efetuar nenhum tipo chamada e nem se quer consigo ligar para operadora do meu celular para tentar resolver. Em nenhum momento solicitei o cancelamento do meu número junto a operadora Claro por isso preciso que ativem o meu número******* de volta!Corte indevido da linha! Cobrança [Editado pelo Reclame Aqui]!Mau atendimento!"
231,231,Cobrança indevida,/claro/cobranca-indevida_l7GkRFcpmhOPqpti/,"Bom dia, No dia 07/08 uma atendente da Claro entrou em contato comigo para aumentar meus mega para 300 mega / 84,90, porém nesse mês veio na fatura 230,00 eu não fechei nenhum plano adicional como tv sempre usei somente internet, agora eu não tenho e não vou pagar esse valor, tô ligando a duas horas e os atendentes desliga nunca finaliza meu atendimento. Espero que alguém me ajude pois vou entrar com. Uma ação na justiça."
232,232,Nome no serasa se ter nada em aberto.,/claro/nome-no-serasa-se-ter-nada-em-aberto_sL3dXA7Q8uhz98mX/,"Prezados Senhores,Assunto: Reclamação e Pedido de Cancelamento Imediato - Número de Protocolo:*******6398Escrevo para formalizar uma reclamação séria e urgente em relação ao serviço prestado pela Claro. Descobri recentemente que meu nome foi incluído indevidamente nos registros do Serasa, causando-me sérios problemas financeiros e pessoais. Em 26 de setembro de 2023, entrei em contato com o suporte ao cliente (número de protocolo:*******6398) para resolver essa questão.Na ocasião, fui informado de que se tratava de um mal entendido e que levaria apenas 5 dias úteis para que o problema fosse resolvido. No entanto, já se passaram mais de 10 dias desde o meu primeiro contato e a situação persiste. Esta negligência por parte da Claro está me prejudicando financeiramente, além de causar um significativo constrangimento.Portanto, exijo que meu nome seja imediatamente removido dos registros do Serasa e que eu receba uma confirmação por escrito desta ação. Além disso, solicito um posicionamento formal e detalhado sobre as medidas tomadas para solucionar esse problema, no prazo máximo de 5 dias úteis a contar do recebimento desta carta.Caso este assunto não seja resolvido dentro do prazo estipulado, ficarei obrigado a tomar medidas legais, incluindo o registro de uma reclamação nos órgãos de proteção ao consumidor e ações judiciais para proteger meus direitos.Espero que a Claro trate esta situação com a seriedade e urgência que merece. Agradeço antecipadamente pela sua atenção e cooperação nesta matéria.Atenciosamente,Maximiliano Machado Hermeto"
233,233,Internet e TV,/claro/internet-e-tv_6r_V8jwfWEsx9gEx/,"A internet é péssima,lenta,tem que ficar chamando a assistência técnica sempre, e a TV é pior ainda,trava o tempo inteiro.Serviço péssimo,parece que é de 30 anos atrás."
234,234,Cobrança indevida,/claro/cobranca-indevida_RfO815RmUgQJ3PTd/,"Contratei um plano de internet residencial da Claro de 125 megas pelo CPF. Entraram em contato comigo informando que se eu passasse o cadastro para meu CNPJ eu receberia SEM CUSTO ADICIONAL um aparelho da TV e que aumentaria os megas, tudo isso confirmando que não alteraria o valor que contratei. Após um mês me chegou uma fatura cobrando mais que o triplo do que contratei, informando que eu contratei uma internet de 600 megas com a TV.Entrei em contato diversas vezes para tentar entender e resolver, tanto pelo WhatsApp da profissional que me fez alterar o plano quanto pela ouvidoria da Claro, falaram que seria resolvido mas continuo sendo cobrada por essa conta que eu NÃO CONTRATEI e quando ligo novamente, ninguém sabe de nada.Tenho todas as conversas com a pessoa que me garantiu que esse valor não seria alterado.Exijo um retorno e a resolução, pois o que está sendo me cobrado indevidamente está gerando juros no meu nome."
235,235,Problemas sem solução,/claro/problemas-sem-solucao_73iCShSFGsTqDBaU/,"Tenho um pacote pós pago com 54 megas de Internet. Já estou a quatro dias sem conseguir acessar a Internet do DADOS MÓVEIS, já realizei mais de 10 ligações os atendentes não conseguem resolver o problema, já fiz todos os procedimentos passado pelos atendentes mais sem solução. Além disso tive um reajuste na fatura no mês 09 /2023 ( De brinde recebo essa dor de cabeça) .Também enviei um e-mail para ouvidoria da CLARO até agora sem resposta. CLARO TRATA OS CLIENTES COM MUITO DESCASO. PÉSSIMO TRATAMENTO! O JEITO VAI SER MUDAR DE OPERADORA! O GOVERNO DEVERIA MULTAR A CLARO PARA ELES SENTIREM NA PARTE FINANCEIRA TBM ."
236,236,Claro,/claro/claro_N33n28DqhRV2AWWo/,Olá reclame aqui sou cliente fã claro faz um tempão eles no começo do contrato me disseram que se eu fechasse o contrato com eles disseram que eu teria direito de pegar um celular novo da loja quando meu contrato virasse um ano meu contrato avia feito um ano e neste meio tempo fui [Editado pelo Reclame Aqui] então fui ver se conseguia pegar um celular novo da loja mais descobrir que era tudo mentira fiquei muito triste quando descobri  até na ligação a moça afirmou a mesma mentira que o atendente avia falado  pois se passou algum tempo e atim me ligou oferecendo um plano mais baixo e mais enconta atim me disse que se eu imigrase minha conta pra Tim eu teria muitas vantagens e asim foi depois do prazo passando o claro me ligou perguntando porque eu tava saindo do plano deles expliquei o que tinha ávida e no final da ligação ela me afirmou que eu só teria um conta em aberta pra pagar então fui até aloja pra pagará pois no site não tava conseguindo pega a conta e fui até aloja da Claro e lá k moço me disse que eu tenho duas contas pra pagar a que fechou e a outra é outra no mês que vem sendo que eu não tô mais com eles
237,237,Mudança de endereço,/claro/mudanca-de-endereco_mWfp_W7WM8YD_aSB/,"Recentemente fiz uma solicitação para uma visita técnica e demoraram 5 dias pra trocar meu aparelho que queimou por causa das forte chuva que deu. Depois fiz uma solicitação para a troca de endereço mas alegaram que não tinha cabeamento no local. Liguei novamente e informei que no local tinha uma residência com a net claro e o atendente conseguiu fazer o agendamento normal após a confirmação que tem fibra óptica no endereço. Chegando no dia do agendamento o técnico alegou que ele que fazia a troca de endereço e eu tinha que ligar novamente e reagendar uma nova visita. Nisso já se passaram mais 4 dias para fazer uma troca de endereço e eu preciso muito da internet, eu trabalho on-line e não posso ficar sem a mesma"
238,238,Tratamento Desrespeitoso da Atendente e da Suposta Supervisora Vitória na Central 1052,/claro/tratamento-desrespeitoso-da-atendente-e-da-suposta-supervisora-vitoria-na-c_ivaHSVATL0c8QVdk/,"Acabei de entrar em contato c/ a Central d Atendimento 1052 ás 7:48 Am no Domingo Dia; 8/10/2023 pra Maiores informações sobre o SMS q recebi da Claro no  555 cuja a informação era q se eu fizesse uma Recarga d R$20,00 eu receberia uma bônus d 2 Gb, eu fiz a recarga e não recebi nada, apenas renovação do meu Prezão de R$11,90 por semana onde eu ganho 3 Gb por 7 dias.Pq no SMS não informava os Critérios da Recarga, isso É Propaganda ENGANOSA, onde passam a Oferta + SEM os CRITÉRIOS pra receber os Bônus, GB o q é ofertado no momento.A atendente q não informou o NOME em bom tom na ligação por isso não entendi, tbm não me informou o n do Protocolo dela, só o da URA, pois a mesma me tratou d forma grosseira, desrespeitosa e sem paciência nenhuma. Quando eu fui BackOffice da Claro nos tínhamos 2 PROTOCOLOS, pq o 1 é AUTOMÁTICO da URA agora o 2 é qnd REGISTRAMOS a informação, solicitação, reclamação e etc no Sistema.Solicitei pra falar c/ o SUPERVISOR q é meu direito e a suposta Supervisor Vitória, tbm RUDE, GROSSA, Sem postura nenhuma no atendimento, pois não queria me passar o n do protocolo dela no início da Ligação e qnd Solicitei NÃO gostou, perguntei a ela o nome da Atendente anterior e a mesma alegou q NÃO poderia passar, se recusou, eu nem solicitei o Sobrenome da Atendente + sim o PRIMEIRO nome e essa suposta Supervisora teve essa conduta. Pq a atendente só transferiu a ligação sem passar o Caso e não sabia o nome dela, ótimo treinamento d Supervisor e equipe q a Claro está tendo agora.Onde no Processo Seletivo não ensina + EMPATIA, EDUCAÇÃO, PACIÊNCIA, CORDIALIDADE e acima d TUDO ÉTICA, pq essa Suposta Supervisora Vitória DESLIGOU A LIGAÇÃO, tive um péssimo ATENDIMENTO o e ainda fui destratada do início ao Fim.Solicito a gravação dos DOIS atendimento (*******1 URA da Atendente Mal Educada) e da Suposta Supervisora Vitória SEMprofissionalismo nenhum, onde a mesma reclamou q já havia 4 min q estava na linha e eu não havia passado o motivo da ligação, porém isso é MENTIRA, pq eu havia acabado d ser transferido p/ a PA dela.E outra qnd atendente transfere a ligação ão p/ a supervisão, eles q tem q informar o ocorrido pra ficarem ciente do q se trata, dpois perguntar ao cliente pra confirmar as informações.Perguntei se era assim q elas agora tratavam os Clientes d forma ríspida e grosseira, essa Supervisora não gostou da pergunta e em seguida DERRUBOU a LIGAÇÃO (*******4)Atendente agiu c/ deboche qnd eu disse q ainda bem q as conversas são é gravadas, por isso q a ela NÃO registrou nada no SISTEMA, pq não me passou o n d Protocolo dela, SOMENTE o Automático da URA.Favor AVERIGUAR e tomarei as Devidas Soluções Cabíveis"
239,239,Me enganaram nao cancelaram meu plano,/claro/me-enganaram-nao-cancelaram-meu-plano_sGXYxy-Ny4bfn0lW/,"Liguei na Claro no dia 08/09 para cancelar meu plano,  a assistente informou que pra não ter cobrança de multa pediu pra ligar no inicio do mes seguinte .Liguei novamente dia 01/10 solicitei cancelamento a atendente confirmou e disse que no prazo de ate 5 dias ia acontecer a transição do plano para pre pago, pois informei que quero manter os meus números.percebi que o plano ainda estava ativo e ja tinha se passado os 5 dias, liguei hoje novamente dia 08/10 e descobri que a atendente  mentiu e não cancelou nada.pedi novamente ao atendente que quero o cancelamento do plano para manter a minhas linhas como pre pagas .informei que nao ia pagar adicional sobre a mentira e erro da atendente , meu plano e venceu e cancelei na data correta, mas mentiram Esse novo atendente de hoje informou que o cancelamento ocorre em 48 e nao tem nenhum aviso , so acontece nos dois números informei que não quero cobrança adicional pelo erro da atendente, na vdd pela mentira da atendente"
240,240,COBRANÇA INDEVIDA DE ACESSO CANAIS,/claro/cobranca-indevida-de-acesso-canais_gcvy29rvhL0aLJAO/,"Como cliente da operadora Claro no serviço combo de TV, Internet e Telefone Fixo, meu plano contratado com representante da operadora, há uns 5 anos, me foi oferecido o produto com os canais Telecine HBO+ com acesso vitalício sem cobrança adicional para o acesso aos dois canais. Para minha surpresa, ao verificar minha fatura com vcto 15/10, foi incluído uma cobrança adicional de mais de R$ 70,00, segundo informado pelo atendimento da operadora, a cobrança do serviço de acesso a ambos os canais. Ao argumentar com o atendente o mesmo informou que nada poderia ser feito e que a cobrança é devida, o que não concordo e agora eles interromperam o acesso aos canais e mantém a cobrança na fatura. Deste modo eu quero o que me foi oferecido na venda e o que eu contratei, acesso vitalício aos canais Telecine HBO+ sem cobrança adicional.Protocolo de atendimento*******0181."
241,241,Notificação menu claro,/claro/notificacao-menu-claro_pToMilV-KFlu_AkP/,"Informo que no meu aparelho está aparecendo na tela uma mensagem do menu claro a todo momento ativa a tela e que está consumindo a bateria do meu celular. Não sei como resolver esse problema, o que devo fazer? Segue o print da tela em anexo."
242,242,Internet da claro a pior,/claro/internet-da-claro-a-pior_9RyQ6IHYz42tB6DV/,A pior internet que já vi tá louco trava todo tempo não tem suporte sai da oi com desculpas que estava vendida pra claro o plano ruim tento contato pelo aplicativo só vive fora muito insatisfeito
243,243,Número suspenso mesmo colocando crédito,/claro/numero-suspenso-mesmo-colocando-credito_BzxhomZ5gBhBHICC/,"O numero de celular do meu filho ddd12 final3597já é a 3 vez que suspende  mesmo colocando crédito. Na primeira vez primeira vez perdi mais de 180 reais de crédito, no dia de ontem 07/10/2023 coloquei crédito para ele e ele possui R$75,00 de crédito ele foi utilizar os dados móveis e não conseguiu mandou mensagem sms as 22:54 e no dia de hoje liguei 1052 e a atendente disse que o número foi suspenso."
244,244,Comeu meus créditos,/claro/comeu-meus-creditos_wQJYLGY5h6N782MU/,"Fiz uma recarga de 20 reais, debitou o meu plano e logo em seguida fiz uma ligação local para um número da mesma operadora e eles cobraram, sendo que esse tipo de ligação não deveria cobrar do meu plano. A empresa [Editado pelo Reclame Aqui] na cara lavada."
245,245,Internet com sinal péssimo,/claro/internet-com-sinal-pessimo_70pLSPQY70pxZKZI/,"Tenho um plano cujo valor é 300,00 há 3 anos.São dois pontos de tv e internet ilimitada.Há cerca de 1 semana está com problema e não consigo logar no notebook.O sinal aparece nos 2 celulares mas para o note não funciona."
246,246,Claro aumentou o Prezão sem avisar,/claro/claro-aumentou-o-prezao-sem-avisar_Frz8qdqCkS6VvMxo/,"Eu, hoje fui ativa meu Prezão da claro, como de costume eu coloco uma recarga de 20 reais, já q ele custava 19,90 , e vi q não ativou, e para minha surpresa ele agora e 24,90, o q me obrigou a fazer uma recarga de mais 30 reais, por q a menos e de 15, sobre o aumento, não teria problema mas não ouve aviso.e o descaso da claro com seu cliente e a falta de respeito com a esperteza, o governo nem liga por q tá ganhando imposto encima .."
247,247,Cobrança de taxa de cancelamento,/claro/cobranca-de-taxa-de-cancelamento_ufB8WI0NjKYkhrrq/,"Fiz um plano de internet residencial com a claro, porém me mudei e precisei realizar a alteração de endereço, porém a mesma me informou que não teria disponibilidade no meu novo endereço. Então me deram a opção de cancelamento, e ainda estou na fidelidade e querem me cobrar uma taxa, sendo que eles que não tem a disponibilidade do serviço na minha área."
248,248,Não consigo fazer a distribuição de pacote de dados,/claro/nao-consigo-fazer-a-distribuicao-de-pacote-de-dados_0MK4n70rXVyFQ4eS/,"Eu era cliente Nextel e como a claro comprou a empresa, notei algumas divergências em minhas linhas, compareço a uma loja e realizei a mudança de plano, pois estava ficando sem internet no meia do mês.Ocorre que, mesmo entrando no aplicatminha claro e claro móvel, NÃO CONSIGO FAZER A DISTRIBUIÇÃO DA QUANTIDADE DE DADOS PARA AS MINHAS OUTRAS LINHAS, pois as mesmas dão que estão canceladas por mais de 180 dias. Compareci mais uma vez à loja, foi verificado que todas as  linhas estão ativas, porém não consigo fazer a distribuição dos dados, não parece a opção no aplicativo e o atendente NÃO CONSEGUE RESOLVER NADA!!! Enfim, só quero uma simples solução de distribuir uns dados nas minhas duas linhas dependentes e não consigo."
249,249,Renovação de contrato sem consentimento,/claro/renovacao-de-contrato-sem-consentimento_dZFXmTYrI4FeJFAX/,"Eu tinha um plano em meu número, um plano Claro Controle 6GB, que foi aumentando de valor cada mês que se passava, antes do contrato de 1 ano vencer, mas sobre isso eu nem reclamei, mesmo a empresa estando errada. Mas agora, o contrato de fidelidade terminou e a Claro, SEM O MEU CONSENTIMENTO, renovou o contrato e a fidelização de mais 1 ano e pior, alteraram meu plano de 6GB para um plano de 15GB, onde o valor mais que dobrou de preço. Eu quero que a Claro cancele a nova fidelização, já que eu não pedi nenhum outro plano e nem pedi para renovarem o contrato, e quero que deixem o meu plano antigo como estava. Se não fizerem isso e eu receber um boleto desse novo plano com o valor mais alto, que eu não pedi, eu vou processar a empresa por abuso e má prestação de serviço, pois o artigo 51 do Código de Defesa do Consumidor (CDC), inciso X e XIII, diz claramente que essa atitude da empresa foi errada. Quero que voltem o meu plano antigo e cancelem a fidelização, já que a minha antiga havia terminado. Não sou obrigado a pagar multa por uma renovação que não fiz do contrato. Aguardo um retorno!"
250,250,Fatura paga e não reconhecida: golpe!,/claro/fatura-paga-e-nao-reconhecida_mkeV4iXz6ceC4paX/,"Paguei a fatura atrasada de setembro dia 06/10 no pix, este que já saiu da minha conta e tem comprovação. Hoje, me deparo com uma fatura monstruosa de 97 reais onde vejo que me cobram o mês anterior (isso nunca aconteceu, sempre fica aberto a anterior e a seguinte em contas separadas) e hoje, 08/10 ao abrir o portal eu vejo que tá em aberto ainda. Uma atendente virtual me orientou passar e-mail com o comprovante pra dar baixa, entretanto o e-mail não existe e está por isso mesmo. Eu espero um retorno da claro em 1 semana, se não abro um processo por danos morais e ainda cancelo esse plano. É incrível a capacidade de desfidelizar uma cliente que até hoje, defendia essa operadora como ninguém."
251,251,Claro móvel além de ruim não emite o boleto,/claro/claro-movel-alem-de-ruim-nao-emite-o-boleto_dFNHxl--gRAp_sqS/,"Tem 1 mês que contratei esse serviço e já quero cancelar, não entrega o que oferece, ESTOU A SEMANAS tentando emitir o boleto da fatura e não consigo, informa que o site está com erro , a fatura só aumenta , ODIEI , quero cancelar esse plano estou insatisfeita, me sentindo [Editado pelo Reclame Aqui] pela Claro. Contratei um plano de 29,99 e já está em 44 reais, fala sério!"
252,252,NÃO CONSIGO RECEBER SMS,/claro/nao-consigo-receber-sms_LpFfwjPliBDSk7MW/,"Estou tem quase uma semana tentando reativar meu claro flex porém não consigo receber o SMS de confirmação na última etapa. dia após dia está sendo cobrado R$1,99 da minha internet e nada de resolver meu problema. um dos atendentes NÃO levou minha situação pro setor responsável e quando levaram ainda assim não resolveram. A única coisa que eu quero é reativar meu claro flex e já está sendo humilhante tudo o quê eu estou tendo que passar. número do último protocolo de atendimento:*******387. peço que vocês por favor tenham respeito com seus clientes, o problema que eu estou tendo não deveria existir em hipótese nenhuma, é frustrante uma coisa dessa. eu cancelei o plano flex pra ser Controle e não deu certo, ai agora quero meu flex de volta com o Free fire e nada de dar certo também. Se vocês não resolverem meu problema dessa vez eu vou entrar na justiça, eu tenho print e tudo mais aqui, ai vocês estão cobrando dia após dia um determinado valor de crédito que eu tenho com uma internet que não me ajuda em nada."
253,253,1 dia sem Internet,/claro/1-dia-sem-internet_iqmj7lBAr_jNynme/,"Fiquei sem Internet neste sábado desde a manhã e sem suporte da Claro. Ao conseguir contato, a informação dada era de que meu bairro estaria com problemas e que no máximo às 23hs voltaria.  Não foi o que ocorreu e o suporte agora não está atendendo. Aguardo providências"
254,254,Enganação,/claro/enganacao_vsgnAZ56Xl_5vLbg/,Internet horrível empresa faz propaganda enganosa
255,255,Serviço de renovação da operadora Claro não é confiável,/claro/servico-de-renovacao-da-operadora-claro-nao-e-confiavel_ZCrCbCBUXdfv6nGL/,"Todo mês tento renovar o pacote prezão da claro e não consigo, dá erro e eles colocam para desconto diário de serviços tarifado. Acabam com o saldo e fico sem renovar. Isto é [Editado pelo Reclame Aqui]. Vou acabar desistindo desta operadora. Não é confiável e nem honesta tento renovar pelo SMS, e nunca funciona o serviço. Esta é a segunda vez que venho aqui reclamar. Creio que todos os clientes que passam pelo mesmo problema deve reclamar e desistir da operadora. Peço ao Procon e às autoridades multar a operadora Claro por não agir corretamente com seus clientes terei que mudar de operadora, estou descontente com a Claro e vou desistir de continuar com os serviços da Claro."
256,256,Não me atende e me deixaram sem sinal,/claro/nao-me-atende-e-me-deixaram-sem-sinal_G36o83PlHke7uNjA/,"Olha eu paguei minha fatura. Dia 20 /08. Logo uma sema depois cortaram meu sinal por que falaram que não paguei na data , tô ligando pra poder receber parcelar sei lá por  que preciso da linha , eles não tão liberando acordo nenhum e não tão atendendo só deixa na atendente eletrônica que não resolve nada"
257,257,Victor o dono arrogante da empresa,/claro/victor-o-dono-arrogante-da-empresa_EPrXJX_DHM5B3az3/,Hoje tive o desprazer de ser atendido pelo Vitor pela arrogância acredito que seja o dono da claro tv um benefício do meu plano foi cancelado e o Vitor possível dono da empresa com sua arrogância me informou que nunca tive o plano acho que empresa tem funcionário despreparados e mal educados depois do péssimo atendimento  me ligaram de um número******* irei registrar o caso na Anatel com a gravação da ligação.
