title,link,problem,description
Alteração de plano,/claro/alteracao-de-plano_DnKjFXXSmJskm8hq/,Mudança de plano,
Mudança de pacote sem aviso,/claro/mudanca-de-pacote-sem-aviso_H4vbSz25968eLAx_/,Mudança de plano,
Alteração de pacote,/claro/alteracao-de-pacote_07LqAzdbvo_Egupz/,Mudança de plano,
Mudança no plano,/claro/mudanca-no-plano_Fst67S2TTqjMkUuw/,Mudança de plano,
Mudança no valor do plano,/claro/mudanca-no-valor-do-plano_4FFydscxZE84IkMW/,Mudança de plano,
"Claro muda o plano sem autorização, não comunica e agora quer que eu pague a fatura.",/claro/claro-muda-o-plano-sem-autorizacao-nao-comunica-e-agora-quer-que-eu-pague_sxQzoBp3R1-7EDYX/,Mudança de plano,
DIFICULDADE PARA TROCAR DE PLANO TELEFONICO,/claro/dificuldade-para-trocar-de-plano-telefonico_EL886xOoiVWcK9wa/,Mudança de plano,
Oi Móvel (hoje Claro) - Avisos de aumento e troca de plano não autorizados.,/claro/oi-movel-hoje-claro-avisos-de-aumento-e-troca-de-plano-nao-autorizados_XhB3rJ0DQdlJAd58/,Mudança de plano,
Mudanca de plano,/claro/mudanca-de-plano_kBzuEQUrRH3tCbu5/,Mudança de plano,
Mudança de plano sem autorização,/claro/mudanca-de-plano-sem-autorizacao_ioBXMB1nbZJWU1Xf/,Mudança de plano,
Pacote de 20 reais.,/claro/pacote-de-20-reais_YIYf9GQ8ebcgFXtY/,Mudança de plano,
troca de plano sem consentimento,/claro/troca-de-plano-sem-consentimento_ivv_eq4oX_zS-dMX/,Mudança de plano,
A claro fez um uma atualização de plano na minha linha sem a minha autorização.,/claro/a-claro-fez-um-uma-atualizacao-de-plano-na-minha-linha-sem-a-minha-autoriza_VuLJMU9Y9HNqz2I1/,Mudança de plano,
Claro não cumpre com novo plano ofertado.,/claro/claro-nao-cumpre-com-novo-plano-ofertado__5EWGuaQrwXcoQvo/,Mudança de plano,
Cancelaram meu plano controle e trocaram para pré sem minha autorização.,/claro/cancelaram-meu-plano-controle-e-trocaram-para-pre-sem-minha-autorizacao_FJvF0QSkfThvary3/,Mudança de plano,
Cobranças [Editado pelo Reclame Aqui] após solicitação de alteração de plano,/claro/cobrancas-apos-solicitacao-de-alteracao-de-plano_EnEX9etmgkDXBYU2/,Mudança de plano,
DESCASO TOTAL MUITO INDIGNADA,/claro/descaso-total-muito-indignada_Anm2tvI-B0k1GiDJ/,Mudança de plano,
"Serviço horrível, cobrança indevida",/claro/servico-horrivel-cobranca-indevida_twKDCl71iR9CXJXK/,Mudança de plano,
Alteração de Plano,/claro/alteracao-de-plano_xtuHESVbqNQqENIP/,Mudança de plano,
Mundança de plano e quebra de contrato pela operadora claro,/claro/mundanca-de-plano-e-quebra-de-contrato-pela-operadora-claro_vF0AybsEW0ML0FtO/,Mudança de plano,
Impossível contratar ou alterar plano,/claro/impossivel-contratar-ou-alterar-plano_3iwnHFUapJ7V0xhV/,Mudança de plano,
Troca de Plano,/claro/troca-de-plano_fgFxiBGy4urGytMH/,Mudança de plano,
"Mudanca de plano, aumento sem Autorização e cancelamento Negado.",/claro/mudanca-de-plano-aumento-sem-autorizacao-e-cancelamento-negado_smaRre553uzhZcxM/,Mudança de plano,
Empurra plano de celular e depois quer cobrar fidelidade,/claro/empurra-plano-de-celular-e-depois-quer-cobrar-fidelidade_CXZEIAHx_-UWfU9l/,Mudança de plano,
Ninguém me dá assistência e não consigo receber meus SMS há mais de um mês,/claro/ninguem-me-da-assistencia-e-nao-consigo-receber-meus-sms-ha-mais-de-um-mes_arep4p7ULIsYpWN0/,Mudança de plano,
Aumentaram meu plano,/claro/aumentaram-meu-plano_D6wpxVFwMqqoPCkm/,Mudança de plano,
SOBRE MEU PREZAO,/claro/sobre-meu-prezao_bLT4JDiEArUG9sae/,Mudança de plano,
alteração valor plano sem informar,/claro/alteracao-valor-plano-sem-informar_SlB7n_HRAZfp7zeJ/,Mudança de plano,
Empresa não cumpre com a oferta e não presta atendimento!,/claro/empresa-nao-cumpre-com-a-oferta-e-nao-presta-atendimento_aySZVwy5qn4_SEk9/,Mudança de plano,
Preciso fazer alteração no plano mas a central de atendimento não atende,/claro/preciso-fazer-alteracao-no-plano-mas-a-central-de-atendimento-nao-atende_ap3sh2wUgyOWqoNz/,Mudança de plano,
meu pedido que não foi concluído.,/claro/meu-pedido-que-nao-foi-concluido_FOuiroCy3RVhDvFI/,Mudança de plano,
Meu plano foi alterado,/claro/meu-plano-foi-alterado_xEUVIdjvTRszHcuG/,Mudança de plano,
Claro plano,/claro/claro-plano_64WGDs9ewu7AusJO/,Mudança de plano,
Aumento de plano sem aviso,/claro/aumento-de-plano-sem-aviso_OIPcqH36M2C96JhR/,Mudança de plano,
Loja tivoli shopping mudando plano sem alterecao,/claro/loja-tivoli-shopping-mudando-plano-sem-alterecao_dR1rTVYKRt8JES_h/,Mudança de plano,
Suspensão da promoção sem aviso.,/claro/suspensao-da-promocao-sem-aviso_1NF4alONVIF5xBP_/,Mudança de plano,
Revolta,/claro/revolta_P9ejS_w4MtHE2Ztu/,Mudança de plano,
Troca de plano sem eu pedir,/claro/troca-de-plano-sem-eu-pedir_2SrpLTIll6yJqo6j/,Mudança de plano,
Não permite mudar o plano móvel em nenhum dos canais,/claro/nao-permite-mudar-o-plano-movel-em-nenhum-dos-canais_pq7Ins8ge3xupLRR/,Mudança de plano,
Claro / mudança de plano,/claro/claro-mudanca-de-plano_JeCpmD66Klhp7Yqd/,Mudança de plano,
NÃO CONTRATEI PLANO PÓS PAGO E A EMPRESA SE RE[Editado pelo Reclame Aqui]A A CANCELAR!,/claro/nao-contratei-plano-pos-pago-e-a-empresa-se-re-a-a-cancelar_s39EgJvaDKb8F-lr/,Mudança de plano,
Não ativaram meu plano após recarga,/claro/nao-ativaram-meu-plano-apos-recarga_i5dNMSQfNmLaADvz/,Mudança de plano,
PLANO ALTERADO E COBRANÇA INDEVIDA,/claro/plano-alterado-e-cobranca-indevida_PDsjSPz16oGJPILi/,Mudança de plano,
NÃO ATENDE OS CLIENTES DE FORMA ALGUMA,/claro/nao-atende-os-clientes-de-forma-alguma_vlv0fM3E_iy2bYkH/,Mudança de plano,
A CLARO NÃO ATENDE MINHAS LIGAÇÕES!!!!,/claro/a-claro-nao-atende-minhas-ligacoes_jWYTVtB0aCMoG0Qn/,Mudança de plano,
migração errada do plano,/claro/migracao-errada-do-plano_4K3Cy3adpAE_Y-xN/,Mudança de plano,
Migração de plano,/claro/migracao-de-plano_dWKksf8VXKPUeqoQ/,Mudança de plano,
Pudar plano,/claro/pudar-plano_7_W7w8R3APpgEmyd/,Mudança de plano,
Oferta de plano abusivo,/claro/oferta-de-plano-abusivo_acL340kPab4lG3xZ/,Mudança de plano,
Indignada,/claro/indignada_EYdoBSr-ujGBbDrp/,Mudança de plano,
Mudança de Plano,/claro/mudanca-de-plano_80KdTY3OkcUwVxnb/,Mudança de plano,
Compra de eSIM,/claro/compra-de-esim_aIuBpUIlUvwYCUCx/,Mudança de plano,
"Mudei meu plano, e continua vindo o valor do plano anterior",/claro/mudei-meu-plano-e-continua-vindo-o-valor-do-plano-anterior_kiLLszBDPJjtF4VP/,Mudança de plano,
MUDANÇA DE PLANO IMPOSSÍVEL,/claro/mudanca-de-plano-impossivel_R_4YM6p5w69DyBlV/,Mudança de plano,
PRECISO DE ATENDIMENTO PARA TROCA DE PLANO E DDD,/claro/preciso-de-atendimento-para-troca-de-plano-e-ddd_yDXZW_XCOVEZdAz6/,Mudança de plano,
ALTERAÇÃO DE PLANO SEM NEGOCIAÇÃO E SEM COMINICAÇÃO PREVIA,/claro/alteracao-de-plano-sem-negociacao-e-sem-cominicacao-previa_3hwEr-CSuYD9PBPB/,Mudança de plano,
Não ativo o plano,/claro/nao-ativo-o-plano_7l1C-W5dAqaixVf2/,Mudança de plano,
Quebra de contrato,/claro/quebra-de-contrato_5cCIwiSOLD5sHrkt/,Mudança de plano,
Quero mudar o plano,/claro/quero-mudar-o-plano_XjrnY8rpOCO7BW2d/,Mudança de plano,
Cliente a mais de 20 anos impedido de trocar de plano,/claro/cliente-a-mais-de-20-anos-impedido-de-trocar-de-plano_3oh-PXWcmARi-Ou9/,Mudança de plano,
Não consigo finalizar a mudança de plano,/claro/nao-consigo-finalizar-a-mudanca-de-plano_318bnqt9q7hrF2PG/,Mudança de plano,
Plano Pré Pago,/claro/plano-pre-pago_UUPiRZWshQPwoGwg/,Mudança de plano,
Alteração de plano e linha suspensa,/claro/alteracao-de-plano-e-linha-suspensa_Eap5fwxe1WPcNo-G/,Mudança de plano,
Multa,/claro/multa_D6KaGqwXPXZkH-HY/,Mudança de plano,
TROCARAM MEU PLANO SEM MEU CONSENTIMENTO - O DOBRO DO VALOR,/claro/trocaram-meu-plano-sem-meu-consentimento-o-dobro-do-valor_m-c9VQdr7S35SeYV/,Mudança de plano,
Alteração de contrato unilateralmente,/claro/alteracao-de-contrato-unilateralmente_xnX_eN8c6pdDVmu0/,Mudança de plano,
Migrei para o plano pós e não tenho mais sinal,/claro/migrei-para-o-plano-pos-e-nao-tenho-mais-sinal_DzF6_ED0Kn0qTqAe/,Mudança de plano,
Cobrança de fatura equivocada,/claro/cobranca-de-fatura-equivocada_gbZ-c449Tq3056J2/,Mudança de plano,
Quero muda para o plano pré pago mais não consigo fazer ligação para central,/claro/quero-muda-para-o-plano-pre-pago-mais-nao-consigo-fazer-ligacao-para-centra_p61tMo_30TSSMzQp/,Mudança de plano,
PIOR OPERADORA!! Não tem o mínimo de respeito com seus clientes de mais de 10 anos!!,/claro/pior-operadora-nao-tem-o-minimo-de-respeito-com-seus-clientes-de-mais-de_436ix0ma1huj6YXW/,Mudança de plano,
Troca de plano não efetuada,/claro/troca-de-plano-nao-efetuada_8dDfmtJEeLQRbMGc/,Mudança de plano,
Não alteração de plano,/claro/nao-alteracao-de-plano_BYTZAAIVuB6JIMSe/,Mudança de plano,
Mentira sobre o plano,/claro/mentira-sobre-o-plano_jeBtIXacK0gCdIrf/,Mudança de plano,
Mudaram meu Plano Móvel sem aviso,/claro/mudaram-meu-plano-movel-sem-aviso_QTT5wwm2bZuXvgNY/,Mudança de plano,
CANCELAMENTO DE PLANO INDEVIDO,/claro/cancelamento-de-plano-indevido_bbeDd5CtFz6l5i4w/,Mudança de plano,
NÃO COMPRE O PLANO CLARO FLEX! LEVAM UMA ETERNIDADE PARA APROVAR E AINDA TE DESRESPEITAM NA OUVIDORIA!,/claro/nao-compre-o-plano-claro-flex-levam-uma-eternidade-para-aprovar-e-ainda-te_wLhnWmv730a1OMwe/,Mudança de plano,
troca de numero sem minha autorização,/claro/troca-de-numero-sem-minha-autorizacao_4CJ0Lg_hpoXZJhgN/,Mudança de plano,
Chip e-SIM,/claro/chip-e-sim_T3ErhuIz_jj6lScc/,Mudança de plano,
Troca de numero e manter o mesmo plano,/claro/troca-de-numero-e-manter-o-mesmo-plano_JtUvQoJlezJSLEws/,Mudança de plano,
Mudança de plano sem minha autorização,/claro/mudanca-de-plano-sem-minha-autorizacao_1AqClq2NCgTqa8OK/,Mudança de plano,
Troca de plano,/claro/troca-de-plano_X4jrJ1MtzjoOMiZJ/,Mudança de plano,
NÃO RESOLVEM MEU PROBLEMA,/claro/nao-resolvem-meu-problema_uUF5ledxMOpUt0R5/,Mudança de plano,
Cobrança indevida,/claro/cobranca-indevida_f6aM5SFpqidM05rp/,Mudança de plano,
Mudança de plano pós pra controle.,/claro/mudanca-de-plano-pos-pra-controle_IEnnBKq4f29ha4-S/,Mudança de plano,
Troca de plano,/claro/troca-de-plano_ks-nrbnR8qleecIA/,Mudança de plano,
"Comprei celular afirmando que queria manter meu plano, agoira recebo e-mail dizendo que meu plano aumento 170 reais.",/claro/comprei-celular-afirmando-que-queria-manter-meu-plano-agoira-recebo-e-mail_jHMlw-AXuSpXlAQE/,Mudança de plano,
Mudaram meu plano sem mim informarem,/claro/mudaram-meu-plano-sem-mim-informarem_2Arh4FlfP0zdOQ-7/,Mudança de plano,
MUDANÇA DE PLANO SEM AUTORIZAÇÃO,/claro/mudanca-de-plano-sem-autorizacao_WysnpPPeNnCPEtrf/,Mudança de plano,
"A operadora claro, é uma péssima prestadora de serviço móvel.",/claro/a-operadora-claro-e-uma-pessima-prestadora-de-servico-movel_ABC8Bv_fysxubgqT/,Mudança de plano,
Plano,/claro/plano_hLy__SIxsA-abrmy/,Mudança de plano,
Fatura,/claro/fatura_OefylQJBQYf--G7s/,Mudança de plano,
Ativação,/claro/ativacao_jQCSko4wF44nUcmn/,Mudança de plano,
Troca de plano,/claro/troca-de-plano_IdClMqP1WH3ljJ7P/,Mudança de plano,
Plano,/claro/plano_LtpMA5dcaaAQPDzX/,Mudança de plano,
Meu plano não  ativo,/claro/meu-plano-nao-ativo_k6jWWt0C--Vqzryv/,Mudança de plano,
Não consigo falar para troca de plano,/claro/nao-consigo-falar-para-troca-de-plano_NgZNaNb3Xesjcrw4/,Mudança de plano,
Mudei do pré pago para um  plano e tentei várias vezes recuperar meu saldo que restou no pré pago e não consegui .,/claro/mudei-do-pre-pago-para-um-plano-e-tentei-varias-vezes-recuperar-meu-saldo_A_9YZxbB6eETON-W/,Mudança de plano,
CADASTRO EM PLANO SEM AUTORIZAÇÃO.,/claro/cadastro-em-plano-sem-autorizacao_-72LiyzgG_LTV0VT/,Mudança de plano,
Mudanca,/claro/mudanca_xslCAW1BrguxW2Tb/,Mudança de plano,
MUDANÇA DE PLANO,/claro/mudanca-de-plano_-KBvCFyy2ZwvTqfv/,Mudança de plano,
Sujou meu nome sem dividas,/claro/sujou-meu-nome-sem-dividas_4tTdwkgE9K6Wvc_-/,Mudança de plano,
Atendimento a uso de produtos,/claro/atendimento-a-uso-de-produtos_nMmYQ-X8FGa3sXDJ/,Mudança de plano,
Fui coagida a assinar um contrato,/claro/fui-coagida-a-assinar-um-contrato_W184sxDRwR48GFFp/,Mudança de plano,
"PLANO DE 139,00 e cobram 179,00",/claro/plano-de-139-00-e-cobram-179-00_2QIxqVmlP9W3K43D/,Mudança de plano,
DESCASO COM CLIENTE QUANDO O ASSUNTO É CANCELAR PLANO,/claro/descaso-com-cliente-quando-o-assunto-e-cancelar-plano_zBQtA2sYjXSdhwt_/,Mudança de plano,
Troca de plano e estou sem sinal.,/claro/troca-de-plano-e-estou-sem-sinal_EpOW2O9shq1DALGU/,Mudança de plano,
Atualização de plano enganação,/claro/atualizacao-de-plano-enganacao_W4dOV7VN0oAJcPv4/,Mudança de plano,
Não consigo usar Internet,/claro/nao-consigo-usar-internet_pne1ib3uBuvndbE_/,Mudança de plano,
Plano de portabilidade,/claro/plano-de-portabilidade_v44qj_a5JJKyct5b/,Mudança de plano,
Troca de plano contratado sem autorização,/claro/troca-de-plano-contratado-sem-autorizacao_zxa7xc8Vhd85W3fW/,Mudança de plano,
Renovação de Plano,/claro/renovacao-de-plano_mo_S9at9GLjlfYDr/,Mudança de plano,
Não cumprimento de oferta,/claro/nao-cumprimento-de-oferta_bu4mDWxBSavtx_qg/,Mudança de plano,
alteração de plano sem informação ao consumidor,/claro/alteracao-de-plano-sem-informacao-ao-consumidor_3mvF3NMONTWXm2Ht/,Mudança de plano,
"Mudança do valor do plano , alteração e cobrança indevida",/claro/mudanca-do-valor-do-plano-alteracao-e-cobranca-indevida_mKu4OKN3sItwaxgo/,Mudança de plano,
RENOVAÇÃO DE PLANO SEM MINHA AUTORIZAÇÃO,/claro/renovacao-de-plano-sem-minha-autorizacao_Ueq1anqTwehlxlOq/,Mudança de plano,
TELEFONE MÓVEL,/claro/telefone-movel_0O7_XsG_4cTyDCuG/,Mudança de plano,
CHIP GRATIS NA ADESÃO A NOVO PLANO,/claro/chip-gratis-na-adesao-a-novo-plano_PGGZdW78Tzxwi_rq/,Mudança de plano,
Plano alterado sem solicitação,/claro/plano-alterado-sem-solicitacao_5Rz696VOqKV75al_/,Mudança de plano,
Linha Inativa,/claro/linha-inativa_jyjbxDDPRUmtzx_5/,Mudança de plano,
Aumento do plano,/claro/aumento-do-plano_X04TQ7jWqozUl0xc/,Mudança de plano,
Alteração de plano não autorizada,/claro/alteracao-de-plano-nao-autorizada_Vew01CZQHL7ZAHJF/,Mudança de plano,
Já solicitei duas vezes alteração de plano e não efetivam.,/claro/ja-solicitei-duas-vezes-alteracao-de-plano-e-nao-efetivam_KaPet1lPrW4zjAKt/,Mudança de plano,
Impossível de cancelar plano da claro,/claro/impossivel-de-cancelar-plano-da-claro_EPqQTmv_hDUQXHpM/,Mudança de plano,
"Recebo a oferta para mudar o plano, mas não consigo concluir porque o SMS não chega.",/claro/recebo-a-oferta-para-mudar-o-plano-mas-nao-consigo-concluir-porque-o-sms-n_mM-AxliQZ7p3xOf9/,Mudança de plano,
Problema com a solicitação da mudança da linha!,/claro/problema-com-a-solicitacao-da-mudanca-da-linha_7bIBfzt7_H9jkXDN/,Mudança de plano,
Eu fiz um plano e o plano venceu fiz a renovação e tá me cobrando o valor devido,/claro/eu-fiz-um-plano-e-o-plano-venceu-fiz-a-renovacao-e-ta-me-cobrando-o-valor-d_OQE0iglt4i0Gkekq/,Mudança de plano,
"Cancelaram meu plano sem, explicação do que estaria sendo cancelado.",/claro/cancelaram-meu-plano-sem-explicacao-do-que-estaria-sendo-cancelado_tncq2y2Cs0sKP0ED/,Mudança de plano,
Redução de plano,/claro/reducao-de-plano_MgFFHMGXspWbZtqn/,Mudança de plano,
Problema com renovação de desconto de plano,/claro/problema-com-renovacao-de-desconto-de-plano_lEI8Ma-71NRzlIU2/,Mudança de plano,
MUDANÇA DE PLANO SEM AUTORIZAÇÃO,/claro/mudanca-de-plano-sem-autorizacao_FxVmsz3kpH3908oo/,Mudança de plano,
Plano claro Flex,/claro/plano-claro-flex_jYgdblgYW5aR5Vrc/,Mudança de plano,
MUDANÇA DE PLANO SEM AUTORIZAÇÃO E SEM INFORMAÇÕES.,/claro/mudanca-de-plano-sem-autorizacao-e-sem-informacoes_8NF8iw2bIhYFggRW/,Mudança de plano,
"CLARO ""DES""CONTROLE",/claro/claro-des-controle_nR0jey2dU7lA7Iw6/,Mudança de plano,
Valor do Plano telefônico,/claro/valor-do-plano-telefonico_esWApYJ5hnGNuxn-/,Mudança de plano,
Alteraram meu Plano COMBO p/ SINGLER sem minha autorização.,/claro/alteraram-meu-plano-combo-p-singler-sem-minha-autorizacao_lOgljWpd6V5Vr84L/,Mudança de plano,
Troca de celular trocam o plano junto,/claro/troca-de-celular-trocam-o-plano-junto_zcp91WybZ57skNHj/,Mudança de plano,
Mudança de plano de forma indevida,/claro/mudanca-de-plano-de-forma-indevida_1uGZaooh3aLEdPK7/,Mudança de plano,
Não recebi oque contratrei,/claro/nao-recebi-oque-contratrei_B6cPmIJTO6c24N5y/,Mudança de plano,
mudança de plano móvel,/claro/mudanca-de-plano-movel_rJFuRniA8osz9gVo/,Mudança de plano,
Não consigo trocar de plano é uma canseira que só por Deus,/claro/nao-consigo-trocar-de-plano-e-uma-canseira-que-so-por-deus_tMjYrf-zXCkjcGnI/,Mudança de plano,
É o valor de uma fatura,/claro/e-o-valor-de-uma-fatura_D-242FrhdPVx4Nsg/,Mudança de plano,
Propaganda enganosa,/claro/propaganda-enganosa_DcFK_ePHhyWgjK0Q/,Mudança de plano,
Mudei meu plano e a fatura continua vindo com o valor absurdo.,/claro/mudei-meu-plano-e-a-fatura-continua-vindo-com-o-valor-absurdo_fNAf6LxhYES-TRui/,Mudança de plano,
Chip lerdo,/claro/chip-lerdo_7PFCkFkw0WdEpmGE/,Mudança de plano,
Claro me enganou!,/claro/claro-me-enganou_c17rUz9zEd5ddU8I/,Mudança de plano,
CLARO não cancela o plano depois de um ano.,/claro/claro-nao-cancela-o-plano-depois-de-um-ano_JxGgDM5BU5FcYvEH/,Mudança de plano,
Não consigo atendimento,/claro/nao-consigo-atendimento_YKoBt_WX_MhbMNkp/,Mudança de plano,
Diversos problemas com mudança de titularidade e plano móvel,/claro/diversos-problemas-com-mudanca-de-titularidade-e-plano-movel_bXisquoVqtAZujPO/,Mudança de plano,
Troca de plano,/claro/troca-de-plano_FHAHeEFVV3pqXaPz/,Mudança de plano,
Assinei o claro controle e não ativaram,/claro/assinei-o-claro-controle-e-nao-ativaram_o_miK8TCdadakWHe/,Mudança de plano,
Alteram o valor do plano sem avisar entre outras coisas mais.,/claro/alteram-o-valor-do-plano-sem-avisar-entre-outras-coisas-mais_orO4sqOShG6gAiM7/,Mudança de plano,
Desvinculação plano multi,/claro/desvinculacao-plano-multi_MGp7E-coHT9cv_mi/,Mudança de plano,
Pedi pra trocar de plano me negaram,/claro/pedi-pra-trocar-de-plano-me-negaram_Zft3pUykinDyohCr/,Mudança de plano,
ACORDO NÃO CUMPRIDO,/claro/acordo-nao-cumprido_dGvP70eJ1rI0h5rC/,Mudança de plano,
Claro cancelou minha linha sem a minha autorização e fez um plano de internet sem eu pedir,/claro/claro-cancelou-minha-linha-sem-a-minha-autorizacao-e-fez-um-plano-de-intern_qerWl29tmcLzB7Ul/,Mudança de plano,
Empresa aumentou meu plano e se recursa a reduzir,/claro/empresa-aumentou-meu-plano-e-se-recursa-a-reduzir_BZp3NSFfWoYpHWHI/,Mudança de plano,
Mudança de oferta Plano Controle NÃO CUMPRIDA,/claro/mudanca-de-oferta-plano-controle-nao-cumprida_LrL19BMrB-LBaMZv/,Mudança de plano,
Plano Controle,/claro/plano-controle_VoJwkDSKCUVACxSV/,Mudança de plano,
Troca de plano e valor contia o msm,/claro/troca-de-plano-e-valor-contia-o-msm__YGz2B9zGBcOsmXC/,Mudança de plano,
Plano alterado sem autorização,/claro/plano-alterado-sem-autorizacao_Bzjb3k9IOxoVwkIw/,Mudança de plano,
Mudança de pacote de serviços Claro Móvel,/claro/mudanca-de-pacote-de-servicos-claro-movel_zpIFeyf4FhS2q_WN/,Mudança de plano,
Plano diferente do contratado,/claro/plano-diferente-do-contratado_RYLWKMb8SbK8n9tt/,Mudança de plano,
Troca de plano celular,/claro/troca-de-plano-celular_Na_lNNWI4Yga6K_r/,Mudança de plano,
Nao consigo migrar de plano,/claro/nao-consigo-migrar-de-plano_gDyR2awxkaw1Xs4U/,Mudança de plano,
Renovação adiantada do plano Prezao,/claro/renovacao-adiantada-do-plano-prezao_qjWDGpSIqXFCgDE3/,Mudança de plano,
Alteração de plano,/claro/alteracao-de-plano_F6JBHw8jjroRM3Ie/,Mudança de plano,
DESRESPEITO COM O CLIENTE!,/claro/desrespeito-com-o-cliente_4nkMC1sCW-J0KwkZ/,Mudança de plano,
MUDANÇA DE PLANO CONTRATADO,/claro/mudanca-de-plano-contratado_Z4D9PBAYcwT3HRLf/,Mudança de plano,
CANCELAMENTO DE PLANO TELEFONICO,/claro/cancelamento-de-plano-telefonico_kcGThmIh5KRfjIEg/,Mudança de plano,
Mudei de plano fiquei sem sinal,/claro/mudei-de-plano-fiquei-sem-sinal_hfxbNqit7uXNbGEr/,Mudança de plano,
Na compra de um chip da claro levei um plano pós na base da enganação,/claro/na-compra-de-um-chip-da-claro-levei-um-plano-pos-na-base-da-enganacao_fs6O2j8LcdDXWo4k/,Mudança de plano,
Oferece troca de plano e não faz,/claro/oferece-troca-de-plano-e-nao-faz_J7Rr-ocg_n_qtNJQ/,Mudança de plano,
Não cumpre o que promete.,/claro/nao-cumpre-o-que-promete_1MoFPL-QU1Id6hfm/,Mudança de plano,
MUDANÇA DE PLANO QUE NUNCA OCORRE,/claro/mudanca-de-plano-que-nunca-ocorre_5CPOcyRK8bnpVgYx/,Mudança de plano,
Cobranças de fatura sem clareza para o consumidor.,/claro/cobrancas-de-fatura-sem-clareza-para-o-consumidor_46f81qScz3YMyQ5Q/,Mudança de plano,
Plano furada,/claro/plano-furada_80H45P6mEpXVfzZY/,Mudança de plano,
Mudança de pacote,/claro/mudanca-de-pacote_4nKeWIpz6HZNghxe/,Mudança de plano,
"Contratei um plano claro flex de 25G ,fiz pagamento via pix ,mas não foi liberado p eu usar.Estou tentando falar c a operadora mas não estou tendo retorno ,consegui um contato 0800 mas agora não consigo falar mais .Entro no portal claro flex  e não consig",/claro/contratei-um-plano-claro-flex-de-25g-fiz-pagamento-via-pix-mas-nao-foi-li_wWNNxUMilZEtwSnJ/,Mudança de plano,
Cancelamento da linha telefônica por má orientação/Cancelamento do meu número,/claro/cancelamento-da-linha-telefonica-por-ma-orientacao-cancelamento-do-meu-nume_dQxzrfb_lDEgpBwp/,Mudança de plano,
"Fiz um novo plano ,no dia 09/08/23 mas não renovou o meu pacote de dados e ainda , estou sem Internet",/claro/fiz-um-novo-plano-no-dia-09-08-23-mas-nao-renovou-o-meu-pacote-de-dados-e_ONelOK9pPk0RDELl/,Mudança de plano,
Migração de plano,/claro/migracao-de-plano_W4gtEoTMhltuEB7w/,Mudança de plano,
plano de celular,/claro/plano-de-celular_K-7nWrqwdqN216__/,Mudança de plano,
Valor Abusivo Plano Pós Pago,/claro/valor-abusivo-plano-pos-pago_Li9oYSkqrnznQ9ah/,Mudança de plano,
"Fiz plano ,chip bloqueado",/claro/fiz-plano-chip-bloqueado_7cIz89lAsMvSqt_X/,Mudança de plano,
Não executa mudança de plano,/claro/nao-executa-mudanca-de-plano_5znid3aJ_T1JhhsL/,Mudança de plano,
Foi alterado o plano controle de celular sem autorização,/claro/foi-alterado-o-plano-controle-de-celular-sem-autorizacao_nWbUdMv0Kirv9pac/,Mudança de plano,
Contratei um plano recebi outro e sem retorno da reclamação.,/claro/contratei-um-plano-recebi-outro-e-sem-retorno-da-reclamacao_idREDZnt7k0IukPy/,Mudança de plano,
Plano contratado e não disponibilizado,/claro/plano-contratado-e-nao-disponibilizado_PqOIjNBO6qIAeN4Q/,Mudança de plano,
Mudança de plano sem minha autorização,/claro/mudanca-de-plano-sem-minha-autorizacao_6LQk_7aZaGSThu4-/,Mudança de plano,
NÃO REATIVARAM O MEU CLARO CONTROLE,/claro/nao-reativaram-o-meu-claro-controle_5ef69k7tMHV-A3qi/,Mudança de plano,
MUDANÇA DE PLANO-FIDELIDADE,/claro/mudanca-de-plano-fidelidade_dbaOOZJDLOrooBsn/,Mudança de plano,
Mudança de plano,/claro/mudanca-de-plano_dbz2DGYdFiEM4zov/,Mudança de plano,
Troca de plano controle para pré pago,/claro/troca-de-plano-controle-para-pre-pago_opz8fVT5iTo-Q6TW/,Mudança de plano,
Plano Pos Pago - Troca de numero,/claro/plano-pos-pago-troca-de-numero_nYv-kQeDqyJU6NyF/,Mudança de plano,
Mudança de plano sem consentimento,/claro/mudanca-de-plano-sem-consentimento_jJz6_-Xc58nYiKI2/,Mudança de plano,
SOLICITAÇÃO NAO ATENDIDA,/claro/solicitacao-nao-atendida_b2MEfHH3UBWk0NCz/,Mudança de plano,
Retirada de Plano sem Aviso,/claro/retirada-de-plano-sem-aviso_gkxvw9QmSErXWwe5/,Mudança de plano,
Troca de Plano,/claro/troca-de-plano_whV6PoLNzsHV1aHu/,Mudança de plano,
MUDANÇA DE PLANO QUE NUNCA OCORRE - FATURA DIVERGENTE,/claro/mudanca-de-plano-que-nunca-ocorre-fatura-divergente_3a2UCU3qRlhur3GX/,Mudança de plano,
Plano de internet da claro,/claro/plano-de-internet-da-claro_nu6P4zRp1catpbc9/,Mudança de plano,
Adequação de Plano,/claro/adequacao-de-plano_X-aAzhTVJFwJ7bxA/,Mudança de plano,
Propaganda enganosa,/claro/propaganda-enganosa_Z1RyLnT8q_1zgx7f/,Mudança de plano,
Impossível contratar um plano,/claro/impossivel-contratar-um-plano_IF7E1wWOaS16s_am/,Mudança de plano,
Informação errada sobre transferência.,/claro/informacao-errada-sobre-transferencia_uJCzht1yQK8f-Icv/,Mudança de plano,
CLARO OFERTA ENGANOSA,/claro/claro-oferta-enganosa_DKigDOdPv5-qft6H/,Mudança de plano,
